[18/Mar/2024:22:49:46 +0000] - - 403 - GET https proxy.xenlor.com "/" [Client 54.226.107.238] [Length 150] [Gzip -] [Sent-to 192.168.1.10] "-" "-"
[19/Mar/2024:02:34:00 +0000] - - 403 - GET https proxy.xenlor.com "/" [Client 91.92.253.104] [Length 182] [Gzip 3.23] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36" "https://xenlor.com/"
[19/Mar/2024:11:47:50 +0000] - - 301 - GET http proxy.xenlor.com "/.env" [Client 94.228.169.182] [Length 166] [Gzip -] [Sent-to 192.168.1.10] "python-requests/2.26.0" "-"
[19/Mar/2024:11:47:50 +0000] - - 403 - GET https proxy.xenlor.com "/.env" [Client 94.228.169.182] [Length 122] [Gzip 1.35] [Sent-to 192.168.1.10] "python-requests/2.26.0" "-"
[19/Mar/2024:11:47:50 +0000] - - 301 - POST http proxy.xenlor.com "/" [Client 94.228.169.182] [Length 166] [Gzip -] [Sent-to 192.168.1.10] "python-requests/2.26.0" "-"
[19/Mar/2024:11:47:51 +0000] - - 403 - GET https proxy.xenlor.com "/" [Client 94.228.169.182] [Length 122] [Gzip 1.35] [Sent-to 192.168.1.10] "python-requests/2.26.0" "-"
[19/Mar/2024:18:13:51 +0000] - - 403 - GET https proxy.xenlor.com "/robots.txt" [Client 65.108.0.71] [Length 150] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)" "-"
[20/Mar/2024:18:18:56 +0000] - - 302 - GET https proxy.xenlor.com "/images/favicons/site.webmanifest" [Client 192.168.1.1] [Length 142] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/login"
[20/Mar/2024:18:19:01 +0000] - 200 200 - POST https proxy.xenlor.com "/api/tokens" [Client 192.168.1.1] [Length 593] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/login"
[20/Mar/2024:18:19:02 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:19:02 +0000] - - 302 - GET https proxy.xenlor.com "/images/favicons/site.webmanifest" [Client 192.168.1.1] [Length 142] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:19:02 +0000] - 200 200 - GET https proxy.xenlor.com "/api/tokens" [Client 192.168.1.1] [Length 593] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:19:02 +0000] - 200 200 - GET https proxy.xenlor.com "/api/users/me?expand=permissions" [Client 192.168.1.1] [Length 538] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:19:02 +0000] - 200 200 - GET https proxy.xenlor.com "/api/reports/hosts" [Client 192.168.1.1] [Length 47] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:19:32 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:19:32 +0000] - 200 200 - GET https proxy.xenlor.com "/api/users/me?expand=permissions" [Client 192.168.1.1] [Length 538] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:20:04 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:20:04 +0000] - 200 200 - GET https proxy.xenlor.com "/api/users/me?expand=permissions" [Client 192.168.1.1] [Length 538] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:20:34 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:20:34 +0000] - 200 200 - GET https proxy.xenlor.com "/api/users/me?expand=permissions" [Client 192.168.1.1] [Length 538] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:21:05 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:21:05 +0000] - 200 200 - GET https proxy.xenlor.com "/api/users/me?expand=permissions" [Client 192.168.1.1] [Length 538] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:18:21:25 +0000] - 200 200 - GET https proxy.xenlor.com "/api/nginx/proxy-hosts?expand=owner,access_list,certificate" [Client 192.168.1.1] [Length 2414] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:18:21:27 +0000] - 200 200 - GET https proxy.xenlor.com "/api/nginx/certificates" [Client 192.168.1.1] [Length 486] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:18:21:27 +0000] - 200 200 - GET https proxy.xenlor.com "/api/nginx/access-lists?expand=items,clients" [Client 192.168.1.1] [Length 353] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:18:21:35 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:18:21:35 +0000] - 200 200 - GET https proxy.xenlor.com "/api/users/me?expand=permissions" [Client 192.168.1.1] [Length 538] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:18:22:00 +0000] - 201 201 - POST https proxy.xenlor.com "/api/nginx/proxy-hosts" [Client 192.168.1.1] [Length 556] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:18:22:00 +0000] - 200 200 - GET https proxy.xenlor.com "/api/nginx/proxy-hosts?expand=owner,access_list,certificate" [Client 192.168.1.1] [Length 2491] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:18:22:05 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:18:22:05 +0000] - 200 200 - GET https proxy.xenlor.com "/api/users/me?expand=permissions" [Client 192.168.1.1] [Length 538] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:18:22:35 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:18:22:35 +0000] - 200 200 - GET https proxy.xenlor.com "/api/users/me?expand=permissions" [Client 192.168.1.1] [Length 538] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:19:20:26 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:19:20:26 +0000] - 200 200 - GET https proxy.xenlor.com "/api/tokens" [Client 192.168.1.1] [Length 593] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:19:20:26 +0000] - - 302 - GET https proxy.xenlor.com "/images/favicons/site.webmanifest" [Client 192.168.1.1] [Length 142] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:19:20:26 +0000] - 200 200 - GET https proxy.xenlor.com "/api/users/me?expand=permissions" [Client 192.168.1.1] [Length 538] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:19:20:27 +0000] - 200 200 - GET https proxy.xenlor.com "/api/reports/hosts" [Client 192.168.1.1] [Length 47] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:19:20:57 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:19:20:57 +0000] - 200 200 - GET https proxy.xenlor.com "/api/users/me?expand=permissions" [Client 192.168.1.1] [Length 538] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[20/Mar/2024:19:20:57 +0000] - 200 200 - GET https proxy.xenlor.com "/api/nginx/proxy-hosts?expand=owner,access_list,certificate" [Client 192.168.1.1] [Length 2491] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:19:21:27 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[20/Mar/2024:19:21:27 +0000] - 200 200 - GET https proxy.xenlor.com "/api/users/me?expand=permissions" [Client 192.168.1.1] [Length 538] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/nginx/proxy"
[21/Mar/2024:03:39:13 +0000] - - 403 - GET https proxy.xenlor.com "/robots.txt" [Client 66.249.66.166] [Length 122] [Gzip 1.35] [Sent-to 192.168.1.10] "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
[21/Mar/2024:03:39:13 +0000] - - 403 - GET https proxy.xenlor.com "/" [Client 66.249.66.167] [Length 182] [Gzip 3.23] [Sent-to 192.168.1.10] "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.94 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
[21/Mar/2024:11:46:26 +0000] - 200 200 - GET https proxy.xenlor.com "/" [Client 192.168.1.1] [Length 752] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "-"
[21/Mar/2024:11:46:26 +0000] - 200 200 - GET https proxy.xenlor.com "/assets/source-sans-pro-v14-latin-ext_latin-regular.woff2" [Client 192.168.1.1] [Length 25656] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/css/main.css?v=2.11.1"
[21/Mar/2024:11:46:26 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[21/Mar/2024:11:46:26 +0000] - 401 401 - GET https proxy.xenlor.com "/api/tokens" [Client 192.168.1.1] [Length 46] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[21/Mar/2024:11:46:26 +0000] - - 302 - GET https proxy.xenlor.com "/images/favicons/site.webmanifest" [Client 192.168.1.1] [Length 142] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[21/Mar/2024:11:46:26 +0000] - 200 200 - GET https proxy.xenlor.com "/login" [Client 192.168.1.1] [Length 777] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[21/Mar/2024:11:46:26 +0000] - - 302 - GET https proxy.xenlor.com "/images/favicons/site.webmanifest" [Client 192.168.1.1] [Length 142] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/login"
[21/Mar/2024:11:46:26 +0000] - 200 200 - GET https proxy.xenlor.com "/assets/source-sans-pro-v14-latin-ext_latin-700.woff2" [Client 192.168.1.1] [Length 25348] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/css/main.css?v=2.11.1"
[21/Mar/2024:11:46:35 +0000] - 200 200 - POST https proxy.xenlor.com "/api/tokens" [Client 192.168.1.1] [Length 593] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/login"
[21/Mar/2024:11:46:35 +0000] - 200 200 - GET https proxy.xenlor.com "/api/" [Client 192.168.1.1] [Length 61] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[21/Mar/2024:11:46:35 +0000] - - 302 - GET https proxy.xenlor.com "/images/favicons/site.webmanifest" [Client 192.168.1.1] [Length 142] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[21/Mar/2024:11:46:35 +0000] - 200 200 - GET https proxy.xenlor.com "/api/tokens" [Client 192.168.1.1] [Length 593] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
[21/Mar/2024:11:46:35 +0000] - 200 200 - GET https proxy.xenlor.com "/api/users/me?expand=permissions" [Client 192.168.1.1] [Length 538] [Gzip -] [Sent-to 192.168.1.10] "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" "https://proxy.xenlor.com/"
